Plan Name,Disease,Premium Type,Maximum Coverage,Deductible,Co-pay Percentage,Out-of-Pocket,Waiting Period,Claims Settled,Renewability,Hospital Coverage,Benefits,Tax Redemption
Accidental Coverage,Amputation,Basic,400630.0,5%,20%,112176.0,47,87.0,Renewable,6054.0,"For Accidental Coverage Basic, receive Rs.400630.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 47 days, and this plan is providing prompt support in case of accidents.",5%
Accidental Coverage,Amputation,Lite,520293.0,10%,10%,84807.0,59,92.0,Renewable,6070.0,"Accidental Coverage Lite provides Rs.520293.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 59 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Amputation,Premier,637996.0,15%,5%,62203.0,20,98.0,Renewable,6093.0,"Accidental Coverage Premier offers Rs.637996.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 20 days, making it a plan that is providing prompt support in case of accidents.",15%
Accidental Coverage,Blunt Force Trauma,Basic,348454.0,5%,20%,97566.0,39,90.0,Renewable,6087.0,Accidental Coverage Basic offers Rs.348454.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 39 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Blunt Force Trauma,Lite,466179.0,10%,10%,75986.0,60,93.0,Renewable,6153.0,"Accidental Coverage Lite provides Rs.466179.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 60 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Blunt Force Trauma,Premier,599296.0,15%,5%,58430.0,16,96.0,Renewable,6169.0,"For Accidental Coverage Premier, access Rs.599296.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 16 days to wait, this plan is providing prompt support in case of accidents.",15%
Accidental Coverage,Penetrating Wound,Basic,358994.0,5%,20%,100518.0,10,88.0,Renewable,6079.0,"For Accidental Coverage Basic, receive Rs.358994.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 10 days, and this plan is providing prompt support in case of accidents.",5%
Accidental Coverage,Penetrating Wound,Lite,505145.0,10%,10%,82338.0,74,95.0,Renewable,6113.0,"Experience targeted disease coverage with Accidental Coverage Lite - Rs.505145.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 74 days, reflecting a plan that is providing prompt support in case of accidents.",10%
Accidental Coverage,Penetrating Wound,Premier,631570.0,15%,5%,61577.0,34,97.0,Renewable,6303.0,"For Accidental Coverage Premier, access Rs.631570.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 34 days to wait, this plan is providing prompt support in case of accidents.",15%
Accidental Coverage,Contusions,Basic,340330.0,5%,20%,95292.0,73,88.0,Renewable,6064.0,Accidental Coverage Basic offers Rs.340330.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 73 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Contusions,Lite,460752.0,10%,10%,75102.0,58,94.0,Renewable,6066.0,"For Accidental Coverage Lite, enjoy Rs.460752.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 58 days, crafted to be providing prompt support in case of accidents.",10%
Accidental Coverage,Contusions,Premier,581826.0,15%,5%,56727.0,62,99.0,Renewable,6160.0,"For Accidental Coverage Premier, access Rs.581826.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 62 days to wait, this plan is providing prompt support in case of accidents.",15%
Accidental Coverage,Dislocations,Basic,323035.0,5%,20%,90449.0,17,88.0,Renewable,6111.0,Accidental Coverage Basic offers Rs.323035.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 17 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Dislocations,Lite,469998.0,10%,10%,76608.0,24,92.0,Renewable,6410.0,"Accidental Coverage Lite provides Rs.469998.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 24 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Dislocations,Premier,578386.0,15%,5%,56392.0,25,100.0,Renewable,6532.0,"For Accidental Coverage Premier, access Rs.578386.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 25 days to wait, this plan is providing prompt support in case of accidents.",15%
Accidental Coverage,Soft Tissue Injury,Basic,314462.0,5%,20%,88049.0,11,87.0,Renewable,6203.0,Accidental Coverage Basic offers Rs.314462.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 11 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Soft Tissue Injury,Lite,425897.0,10%,10%,69420.0,51,91.0,Renewable,6213.0,"Experience targeted disease coverage with Accidental Coverage Lite - Rs.425897.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 51 days, reflecting a plan that is providing prompt support in case of accidents.",10%
Accidental Coverage,Soft Tissue Injury,Premier,560334.0,15%,5%,54631.0,46,97.0,Renewable,6350.0,"Experience premium disease coverage with Accidental Coverage Premier: Rs.560334.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 46 days - a plan that is providing prompt support in case of accidents.",15%
Accidental Coverage,Open Fracture,Basic,381107.0,5%,20%,106709.0,74,88.0,Renewable,6105.0,Accidental Coverage Basic offers Rs.381107.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 74 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Open Fracture,Lite,527509.0,10%,10%,85983.0,80,92.0,Renewable,6230.0,"For Accidental Coverage Lite, enjoy Rs.527509.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 80 days, crafted to be providing prompt support in case of accidents.",10%
Accidental Coverage,Open Fracture,Premier,647163.0,15%,5%,63098.0,39,98.0,Renewable,6516.0,"Experience premium disease coverage with Accidental Coverage Premier: Rs.647163.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 39 days - a plan that is providing prompt support in case of accidents.",15%
Accidental Coverage,Compound Fracture,Basic,355037.0,5%,20%,99409.0,67,87.0,Renewable,6189.0,"Benefit from Rs.355037.0 in disease coverage with Accidental Coverage Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 67 days, ensuring the plan is providing prompt support in case of accidents.",5%
Accidental Coverage,Compound Fracture,Lite,502499.0,10%,10%,81906.0,57,92.0,Renewable,6337.0,"Experience targeted disease coverage with Accidental Coverage Lite - Rs.502499.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 57 days, reflecting a plan that is providing prompt support in case of accidents.",10%
Accidental Coverage,Compound Fracture,Premier,618258.0,15%,5%,60279.0,15,100.0,Renewable,6522.0,"For Accidental Coverage Premier, access Rs.618258.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 15 days to wait, this plan is providing prompt support in case of accidents.",15%
Accidental Coverage,Traumatic Brain Injury,Basic,360144.0,5%,20%,100840.0,555,88.0,One-time renewability,6270.0,"For Accidental Coverage Basic, receive Rs.360144.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 555 days, and this plan is providing prompt support in case of accidents.",5%
Accidental Coverage,Traumatic Brain Injury,Lite,507565.0,10%,10%,82732.0,708,94.0,One-time renewability,6379.0,"Accidental Coverage Lite provides Rs.507565.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 708 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Traumatic Brain Injury,Premier,617720.0,15%,5%,60227.0,653,97.0,One-time renewability,6400.0,"Accidental Coverage Premier offers Rs.617720.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 653 days, making it a plan that is providing prompt support in case of accidents.",15%
Accidental Coverage,Chemical Burns,Basic,327050.0,5%,20%,91574.0,89,87.0,Renewable,6149.0,Accidental Coverage Basic offers Rs.327050.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 89 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Chemical Burns,Lite,473418.0,10%,10%,77166.0,28,91.0,Renewable,6342.0,"For Accidental Coverage Lite, enjoy Rs.473418.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 28 days, crafted to be providing prompt support in case of accidents.",10%
Accidental Coverage,Chemical Burns,Premier,584090.0,15%,5%,56948.0,25,98.0,Renewable,6389.0,"Experience premium disease coverage with Accidental Coverage Premier: Rs.584090.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 25 days - a plan that is providing prompt support in case of accidents.",15%
Accidental Coverage,Electrical Injury,Basic,358506.0,5%,20%,100381.0,34,87.0,Renewable,6036.0,Accidental Coverage Basic offers Rs.358506.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 34 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Electrical Injury,Lite,460109.0,10%,10%,74997.0,46,93.0,Renewable,6145.0,"Accidental Coverage Lite provides Rs.460109.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 46 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Electrical Injury,Premier,599997.0,15%,5%,58498.0,59,99.0,Renewable,6376.0,"Accidental Coverage Premier offers Rs.599997.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 59 days, making it a plan that is providing prompt support in case of accidents.",15%
Covid Coverage,Covid-19,Basic,383760.0,5%,20%,107452.0,37,87.0,Renewable,7196.0,"For Covid Coverage Basic, receive Rs.383760.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 37 days, and this plan is tailored to mitigate COVID-related risks.",5%
Covid Coverage,Covid-19,Lite,512647.0,10%,10%,83561.0,78,94.0,Renewable,7464.0,"For Covid Coverage Lite, enjoy Rs.512647.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 78 days, crafted to be tailored to mitigate COVID-related risks.",10%
Covid Coverage,Covid-19,Premier,620456.0,15%,5%,60493.0,14,97.0,Renewable,7621.0,"Experience premium disease coverage with Covid Coverage Premier: Rs.620456.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 14 days - a plan that is tailored to mitigate COVID-related risks.",15%
Covid Coverage,Long Covid,Basic,401751.0,5%,20%,112490.0,20,87.0,Renewable,7003.0,"Benefit from Rs.401751.0 in disease coverage with Covid Coverage Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 20 days, ensuring the plan is tailored to mitigate COVID-related risks.",5%
Covid Coverage,Long Covid,Lite,548672.0,10%,10%,89433.0,81,92.0,Renewable,7181.0,"Experience targeted disease coverage with Covid Coverage Lite - Rs.548672.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 81 days, reflecting a plan that is tailored to mitigate COVID-related risks.",10%
Covid Coverage,Long Covid,Premier,655900.0,15%,5%,63950.0,58,97.0,Renewable,7408.0,"For Covid Coverage Premier, access Rs.655900.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 58 days to wait, this plan is tailored to mitigate COVID-related risks.",15%
Covid Coverage,Severe Covid,Basic,393422.0,5%,20%,110158.0,36,87.0,Renewable,7110.0,"Benefit from Rs.393422.0 in disease coverage with Covid Coverage Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 36 days, ensuring the plan is tailored to mitigate COVID-related risks.",5%
Covid Coverage,Severe Covid,Lite,511371.0,10%,10%,83352.0,13,95.0,Renewable,7183.0,"For Covid Coverage Lite, enjoy Rs.511371.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 13 days, crafted to be tailored to mitigate COVID-related risks.",10%
Covid Coverage,Severe Covid,Premier,635368.0,15%,5%,61948.0,58,97.0,Renewable,7399.0,"For Covid Coverage Premier, access Rs.635368.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 58 days to wait, this plan is tailored to mitigate COVID-related risks.",15%
Covid Coverage,Covid Pneumonia,Basic,411978.0,5%,20%,115353.0,42,89.0,Renewable,7090.0,Covid Coverage Basic offers Rs.411978.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 42 days - a plan that is tailored to mitigate COVID-related risks.,5%
Covid Coverage,Covid Pneumonia,Lite,526308.0,10%,10%,85787.0,32,93.0,Renewable,7130.0,"For Covid Coverage Lite, enjoy Rs.526308.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 32 days, crafted to be tailored to mitigate COVID-related risks.",10%
